corp_code,recddate,filename'
101242,2019-12-02 00:00:00.000,02122019_BSE ANN_Merger_Dr Reddys Lab.pdf'
557694,2019-11-21 00:00:00.000,21112019_BSE ANN_Others_Indiabulls Hsg Fin.pdf'
555737,2019-11-28 00:00:00.000,28112019_BSE ANN_Pref_Indian overseas bank.pdf'
555882,2019-11-27 00:00:00.000,27112019_BSE ANN_Pref_Punjab National Bank.pdf'
560721,2019-12-02 00:00:00.000,02122019_BSE ANN_Capital Raising_QIP_RBL Bank Ltd.pdf'
561209,2019-11-21 00:00:00.000,21112019_BSE ANN_OFS_Rites.pdf'
105445,2019-11-25 00:00:00.000,25112019_BSE ANN_Split_Vinati Organics.pdf'
101022,2019-11-27 00:00:00.000,27112019_BSE ANN_Merger_Coromandel Intl.pdf'
101312,2019-12-02 00:00:00.000,02122019_BSE ANN_Operational Data_Eicher Motor.pdf'
561227,2019-08-01 00:00:00.000,01082019_BSE ANN_Others_HDFC AMC.pdf'
561227,2019-12-03 00:00:00.000,03122019_BSE ANN_OFS_HDFC AMC.pdf'
105048,2019-12-03 00:00:00.000,03122019_BSE ANN_Operational Data_Tata Motor.pdf'
561138,2019-11-04 00:00:00.000,04112019_BSE ANN_Merger_Bandhan Bank.pdf'
556154,2019-04-30 00:00:00.000,30042019_BSE ANN_Others_GMR Infrastructure.pdf'
556036,2019-12-09 00:00:00.000,09122019_BSE ANN_Acquisition_JK Cement.pdf'
556370,2019-05-24 00:00:00.000,24052019_BSE ANN_Others_Jyothy Labs.pdf'
102902,2019-12-05 00:00:00.000,05122019_BSE ANN_Acquisition_M&M.pdf'
105088,2019-11-01 00:00:00.000,01112019_BSE ANN_Demerger_Thomas Cook.pdf'
561286,2019-11-11 00:00:00.000,11112019_BSE ANN_Open Offer_Adani Gas.pdf'
109287,2019-11-11 00:00:00.000,11112019_BSE ANN_Pref_Bank of India.pdf'
557521,2019-11-11 00:00:00.000,11112019_BSE ANN_Capital Raising_Bharti Airtel.pdf'
100926,2019-11-28 00:00:00.000,28112019_BSE ANN_Acquisition_Cipla.pdf'
105088,2019-12-12 00:00:00.000,12122019_BSE ANN_Pref_Thomas Cook.pdf'
103381,2019-12-16 00:00:00.000,16122019_BSE ANN_Merger_Piramal Enterprises.pdf'
556684,2019-08-08 00:00:00.000,08082019_BSE ANN_Others_Godrej Prop.pdf'
107402,2019-10-18 00:00:00.000,18102019_BSE ANN_Others_JSW Steel.pdf'
102256,2019-08-30 00:00:00.000,30082019_BSE ANN_Open Offer_Linde India.pdf'
556113,2019-08-07 00:00:00.000,07082019_BSE ANN_Others_Phoenixx Mills.pdf'
556000,2019-05-16 00:00:00.000,16052019_BSE ANN_Others_Yes Bank.pdf'
100019,2019-07-06 00:00:00.000,06072019_BSE ANN_Demerger_ABB India.pdf'
556363,2020-01-03 00:00:00.000,03012020_BSE ANN_Acquisition_Adani Ports & Specia.pdf'
101716,2019-12-19 00:00:00.000,19122019_BSE ANN_Merger_Ambuja Cements.pdf'
100344,2020-01-02 00:00:00.000,02012020_BSE ANN_Operational Data_Ashok Leyland.pdf'
106553,2019-12-19 00:00:00.000,19122019_BSE ANN_Acquisition_Bajaj Finance.pdf'
556956,2020-01-02 00:00:00.000,02012020_BSE ANN_Operational Data_Coal India.pdf'
560106,2019-12-19 00:00:00.000,19122019_BSE ANN_Others_Crompton Greaves Consumer.pdf'
101347,2019-12-19 00:00:00.000,19122019_BSE ANN_Acquisition_Elgi Equipment.pdf'
101347,2019-12-31 00:00:00.000,31122019_BSE ANN_Others_Elgi Equipment.pdf'
556252,2019-12-31 00:00:00.000,31122019_BSE ANN_Others_Fortis Healthcare.pdf'
109581,2019-12-30 00:00:00.000,30122019_BSE ANN_Others_Hatsun Agro Products.pdf'
105639,2019-12-31 00:00:00.000,31122019_BSE ANN_Operational Data_Hero Motocorp.pdf'
107402,2019-12-31 00:00:00.000,31122019_BSE ANN_Acquisition_JSW Steel.pdf'
555960,2019-12-20 00:00:00.000,20122019_BSE ANN_Merger_Minda Inds.pdf'
555962,2019-12-23 00:00:00.000,23122019_BSE ANN_Buy Back_NIIT Technologies.pdf'
103415,2020-01-01 00:00:00.000,01012020_BSE ANN_Operational Data_NMDC.pdf'
103381,2019-12-19 00:00:00.000,19122019_BSE ANN_Capital Raising_Piramal Enterrprises.pdf'
556951,2019-12-23 00:00:00.000,23122019_BSE ANN_Pref_Prestige Estates Proj.pdf'
106970,2019-12-05 00:00:00.000,05122019_BSE ANN_Capital Raising_KEI Inds.pdf'
103381,2019-10-30 00:00:00.000,30102019_BSE ANN_Capital Raising_Piramal Enterprises.pdf'
105048,2019-10-25 00:00:00.000,25102019_BSE ANN_Capital Raising_Tata Motors.pdf'
555876,2020-01-08 00:00:00.000,08012020_BSE ANN_Capital Raising_QIP_Bharti Airtel.pdf'
101052,2020-01-08 00:00:00.000,08012020_BSE ANN_Merger_Crisil.pdf'
102361,2019-11-14 00:00:00.000,14112019_BSE ANN_Buy Back_Capital History_JB Chemicals & Pharma.pdf'
102980,2020-01-08 00:00:00.000,08012020_BSE ANN_Operational Data_Maruti Suzuki India.pdf'
561286,2020-01-17 00:00:00.000,17012020_BSE ANN_Open Offer_Adani Gas.pdf'
561118,2020-01-13 00:00:00.000,13012020_BSE ANN_Buy Back_Aster DM Healthcare.pdf'
560999,2020-01-16 00:00:00.000,16012020_BSE ANN_Acquisition_Dixon Technologies.pdf'
555908,2020-01-16 00:00:00.000,16012020_BSE ANN_Buy Back_Granules India.pdf'
556683,2020-01-10 00:00:00.000,10012020_BSE ANN_Acquisition_JSW Energy.pdf'
106970,2020-01-23 00:00:00.000,23012020_BSE ANN_Capital Raising_QIP_KEI Inds Ltd.pdf'
102902,2020-01-17 00:00:00.000,17012020_BSE ANN_Acquisition_M&M.pdf'
555932,2020-01-17 00:00:00.000,17012020_BSE ANN_Pref_UCO Bank.pdf'
556000,2020-01-10 00:00:00.000,10012020_BSE ANN_Capital Raising_Yes Bank.pdf'
100271,2017-05-31 00:00:00.000,31052017_BSE ANN_LOAN_Apollo Tyres.pdf'
100344,2017-06-01 00:00:00.000,01062017_BSE ANN_Operational_Ashok Leyland.pdf'
106553,2017-05-29 00:00:00.000,29052017_BSE ANN_LOAN_Bajaj Finance.pdf'
555876,2017-06-01 00:00:00.000,01062017_BSE ANN_Merger_Bharti Airtel.pdf'
556956,2017-06-01 00:00:00.000,01062017_BSE ANN_Operational_Coal India Ltd.pdf'
105320,2013-09-24 00:00:00.000,Usha_Martin_Ltd_060613.pdf                        '
109560,2013-09-24 00:00:00.000,jindal steel and power ltd 24092013.pdf           '
556156,2013-09-17 00:00:00.000,Mahindra_Forgings_Ltd_130913.pdf                  '
556941,2013-09-26 00:00:00.000,Oberoi_Realty_Ltd1_OFS 250913.pdf                 '
101331,2013-10-03 00:00:00.000,elecon engineering co. ltd 10012013.pdf           '
105088,2013-10-17 00:00:00.000,Thomas_Cook_(India)_Ltd_230913.pdf                '
108562,2013-10-17 00:00:00.000,United_Phosphorus_Ltd_040913.pdf                  '
555600,2013-10-17 00:00:00.000,Tata_Teleservices_Maharashtra)_Ltd_260613.pdf     '
556156,2013-10-18 00:00:00.000,Mahindra_Forgings_Ltd_031013.pdf                  '
105200,2014-03-19 00:00:00.000,Tube_Investments_of_India_Ltd_INVESTMENTS 190314.pdf'
107402,2014-03-19 00:00:00.000,JSW_Steel_Ltd_OPERATIONAL DATA FEB 14 190314.pdf'
101312,2017-06-01 00:00:00.000,01062017_BSE ANN_Operational_Eicher Motors.pdf'
109527,2017-05-17 00:00:00.000,17052017_BSE ANN_BUY BACK_HCL Technologies.pdf'
101968,2017-05-31 00:00:00.000,31052017_BSE ANN_Others_Hindalco.pdf'
102003,2017-05-30 00:00:00.000,30052017_BSE ANN_Bonus_HPCL.pdf'
102086,2017-05-24 00:00:00.000,24052017_BSE ANN_Merger_India Cement.pdf'
555938,2017-05-29 00:00:00.000,29052017_BSE ANN_Directors_Indraprastha Gas.pdf'
102738,2017-05-29 00:00:00.000,29052017_BSE ANN_Bonus_Larsen & Toubro Ltd.pdf'
102902,2017-06-01 00:00:00.000,01062017_BSE ANN_Operational_Mahindra & Mahindra.pdf'
555962,2017-05-29 00:00:00.000,29052017_BSE ANN_Directors_NIIT Technologies.pdf'
103671,2017-05-31 00:00:00.000,31052017_BSE ANN_Others_Pfizer.pdf'
555954,2017-05-19 00:00:00.000,19052017_BSE ANN_Capital raising_Ramkrishna Forgings.pdf'
556209,2017-05-23 00:00:00.000,23052017_BSE ANN_Others_Redington (India).pdf'
104861,2017-05-24 00:00:00.000,24052017_BSE ANN_Merger_Sundaram Fasteners.PDF'
106258,2017-06-01 00:00:00.000,01062017_BSE ANN_Buy Back_TTK Prestige.pdf'
106258,2017-05-30 00:00:00.000,30052017_BSE ANN_Buy Back_TTK Prestige Ltd.pdf'
556613,2017-06-06 00:00:00.000,06062017_BSE ANN_Others_Adani Power.pdf'
556418,2017-06-02 00:00:00.000,02062017_BSE ANN_Operational_Bajaj Auto.pdf'
106553,2017-06-02 00:00:00.000,02062017_BSE ANN_LOAN_Bajaj Finance.pdf'
106553,2017-06-07 00:00:00.000,07062017_BSE ANN_LOAN_Bajaj Finance.pdf'
100526,2017-06-06 00:00:00.000,06062017_BSE ANN_Buy back_Bayer Cropscience.pdf'
100565,2017-06-06 00:00:00.000,06062017_BSE ANN_Acquisition_Berger Paints.pdf'
100739,2017-06-02 00:00:00.000,02062017_BSE ANN_Bonus_BPCL.pdf'
100739,2017-05-30 00:00:00.000,30052017_BSE ANN_Bonus_BPCL.pdf'
100926,2017-06-01 00:00:00.000,01062017_BSE ANN_Others_Cipla Ltd.pdf'
100465,2017-06-05 00:00:00.000,05062017_BSE ANN_Operational_Force Motors.pdf'
101691,2017-06-05 00:00:00.000,05062017_BSE ANN_Merger_Grasim Ind.pdf'
109527,2017-06-05 00:00:00.000,05062017_BSE ANN_Buy back_HCL Technologies.pdf'
105639,2017-06-01 00:00:00.000,01062017_BSE ANN_Operational_Hero Motocorp.pdf'
102256,2017-06-02 00:00:00.000,02062017_BSE ANN_Others_Linde India.pdf'
556117,2017-06-05 00:00:00.000,05062017_BSE ANN_LOAN_M AND M Fin.Services.pdf'
102902,2017-06-05 00:00:00.000,05062017_BSE ANN_Operational_Mahindra & Mahindra.pdf'
102980,2017-06-07 00:00:00.000,07062017_BSE ANN_Operational_Maruti Suzuki.pdf'
100746,2017-06-02 00:00:00.000,02062017_BSE ANN_Buy back_Mphasis Ltd.pdf'
102838,2017-06-01 00:00:00.000,01062017_BSE ANN_Buy back_Ramco Cement.pdf'
102838,2017-06-04 00:00:00.000,04062017_BSE ANN_Directors_Ramco Cements Ltd.pdf'
104025,2017-06-06 00:00:00.000,06062017_BSE ANN_AGM_Raymond.pdf'
104764,2017-06-05 00:00:00.000,05062017_BSE ANN_Capital Raising_State Bank of INDIA.pdf'
556058,2017-06-02 00:00:00.000,02062017_BSE ANN_Merger_Suzlon Energy.pdf'
556058,2017-06-03 00:00:00.000,03062017_BSE ANN_Capital raising_Suzlon Energy.pdf'
555961,2017-06-06 00:00:00.000,06062017_BSE ANN_BUY BACK__Tata Consultancy.pdf'
105048,2017-06-02 00:00:00.000,02062017_BSE ANN_Operational_Tata Motors.pdf'
105048,2017-06-07 00:00:00.000,07062017_BSE ANN_Operational_Tata Motors.pdf'
105215,2017-06-01 00:00:00.000,01062017_BSE ANN_Operational_TVS Motor Co.pdf'
105400,2017-06-05 00:00:00.000,05062017_BSE ANN_AGM_Vesuvius India.pdf'
102838,2017-05-18 00:00:00.000,18052017_BSE ANN_BUY BACK_Ramco Cement.pdf'
107035,2017-05-12 00:00:00.000,12052017_BSE ANN_Merger_Relaxo Footwears.pdf'
556398,2017-05-15 00:00:00.000,15052017_BSE ANN_Operational_Rural Electrification.PDF'
104536,2017-05-11 00:00:00.000,11052017_BSE ANN_Others_Siemens India.pdf'
104590,2017-05-16 00:00:00.000,16052017_BSE ANN_Buy back_SKF India.pdf'
104701,2017-05-22 00:00:00.000,22052017_BSE ANN_Operational_SRF LTD.pdf'
104856,2017-04-26 00:00:00.000,26042017_BSE ANN_Merger_Sun Pharma.pdf'
556058,2017-05-12 00:00:00.000,12052017_BSE ANN_Capital raising_Suzlon Energy.pdf'
105004,2017-05-10 00:00:00.000,10052017_BSE ANN_Acquisition_Tata Chemicals.pdf'
555961,2017-05-15 00:00:00.000,15052017_BSE ANN_BUY BACK_Tata Consultancy.pdf'
105048,2017-05-10 00:00:00.000,10052017_BSE ANN_Directors_Tata Motors.pdf'
105048,2017-05-10 00:00:00.000,10052017_BSE ANN_Operational_Tata Motors.pdf'
105048,2017-05-10 00:00:00.000,10052017_BSE ANN_Others_Tata Motors.pdf'
104764,2017-06-05 00:00:00.000,05062017_QIP_State Bank of India.pdf'
556363,2017-05-18 00:00:00.000,18052017_BSE ANN_Demerger_Adani Ports and Special.pdf'
100402,2017-05-15 00:00:00.000,15052017_BSE ANN_Operational_Atul Ltd.pdf'
109505,2017-05-15 00:00:00.000,15052017_BSE ANN_Capital raising_Axis Bank.pdf'
556418,2017-05-18 00:00:00.000,18052017_BSE ANN_Directors_Bajaj Auto.pdf'
106553,2017-05-18 00:00:00.000,18052017_BSE ANN_LOAN_Bajaj Finance.pdf'
106553,2017-05-19 00:00:00.000,19052017_BSE ANN_LOAN_Bajaj Finance.pdf'
104764,2016-11-16 00:00:00.000,16112016_BSE ANN_Capital Raising_State Bank of India.pdf'
104856,2016-11-22 00:00:00.000,22112016_BSE ANN_Directors_Sun Pharma.pdf'
104856,2016-11-23 00:00:00.000,23112016_BSE ANN_Acquisition_Sun Pharmaceutical.pdf'
556175,2016-11-18 00:00:00.000,18112016_BSE ANN_Merger_Torrent Power.pdf'
555956,2016-11-22 00:00:00.000,22112016_BSE ANN_Others_Ultra tech Cement.pdf'
104341,2016-11-22 00:00:00.000,22112016_BSE ANN_LOAN_Vedanta.pdf'
100628,2016-11-15 00:00:00.000,15112016_BSE ANN_Operational_BHEL.pdf'
101347,2016-11-15 00:00:00.000,15112016_BSE ANN_Directors_Elgi Equipments.pdf'
101968,2016-11-12 00:00:00.000,12112016_BSE ANN_Capital Raising_Hindalco.pdf'
556293,2016-11-15 00:00:00.000,15112016_BSE ANN_SPLIT_KPR Mill.pdf'
102893,2016-11-15 00:00:00.000,15112016_BSE ANN_Operational_Vardhman Textiles.pdf'
109505,2016-12-14 00:00:00.000,14122016_BSE ANN_LOAN_Axis Bank.pdf'
100519,2016-12-15 00:00:00.000,15122016_BSE ANN_Operational_BASF India.pdf'
103055,2016-12-16 00:00:00.000,16122016_BSE ANN_Operational_Bosch Ltd.pdf'
556374,2016-12-15 00:00:00.000,15122016_BSE ANN_Demerger_Brigade Enterprises.pdf'
555968,2016-12-14 00:00:00.000,14122016_BSE ANN_LOAN_NTPC.pdf'
556745,2016-12-15 00:00:00.000,15122016_BSE ANN_Others_Persistent Systems.pdf'
556113,2016-12-15 00:00:00.000,15122016_BSE ANN_Acquisition_Phoenx Mills.pdf'
556058,2016-12-16 00:00:00.000,16122016_BSE ANN_Directors_Suzlon Energy.pdf'
105200,2016-12-15 00:00:00.000,15122016_BSE ANN_Directors_Tube Investment.pdf'
105540,2016-12-15 00:00:00.000,15122016_BSE ANN_Operational_Welspun India.pdf'
556363,2016-11-29 00:00:00.000,29112016_BSE ANN_LOAN_Adani Ports and special.pdf'
100344,2016-11-25 00:00:00.000,25112016_BSE ANN_Acquisition_Ashok Leyland.pdf'
109505,2016-11-23 00:00:00.000,23112016_BSE ANN_LOAN_Axis Bank.pdf'
106553,2016-11-25 00:00:00.000,25112016_BSE ANN_LOAN_Bajaj Finance.pdf'
555876,2016-11-25 00:00:00.000,25112016_BSE ANN_Others_Bharti Airtel.pdf'
103055,2016-11-25 00:00:00.000,25112016_BSE ANN_Operational_Bosch.pdf'
560106,2016-11-24 00:00:00.000,24112016_BSE ANN_Others_Crompton Greaves.pdf'
560106,2016-11-30 00:00:00.000,30112016_BSE ANN_Others_Crompton Greaves Consumer.pdf'
557694,2016-11-25 00:00:00.000,25112016_BSE ANN_LOAN_Indiabulls Housing Finance.pdf'
555934,2016-11-23 00:00:00.000,23112016_BSE ANN_Demerger_Jindal Stainless.pdf'
556036,2016-11-22 00:00:00.000,22112016_BSE ANN_Others_JK Cement.pdf'
556370,2016-11-21 00:00:00.000,21112016_BSE ANN_Merger_Jyothy Laboratories.pdf'
556346,2016-11-29 00:00:00.000,29112016_BSE ANN_Bonus_Oil India.pdf'
103671,2016-11-28 00:00:00.000,28112016_BSE ANN_Operational_Pfizer.pdf'
102838,2016-11-29 00:00:00.000,29112016_BSE ANN_Others_Ramco Cement.pdf'
104195,2016-11-29 00:00:00.000,29112016_BSE ANN_Others_SAIL.pdf'
104505,2016-11-25 00:00:00.000,25112016_BSE ANN_LOAN_Shriram Transport Finance.pdf'
104764,2016-11-24 00:00:00.000,24112016_BSE ANN_PREF_State Bank of India.pdf'
105004,2016-11-22 00:00:00.000,22112016_BSE ANN_Directors_Tata Chemicals.pdf'
105048,2016-11-23 00:00:00.000,23112016_BSE ANN_Directors_Tata Motors.pdf'
105019,2016-11-29 00:00:00.000,29112016_BSE ANN_Others_Tata power.pdf'
105114,2016-11-25 00:00:00.000,25112016_BSE ANN_Directors_Tata Steel.pdf'
105088,2016-11-29 00:00:00.000,29112016_BSE ANN_Others_Thomas Cook.pdf'
105200,2016-11-28 00:00:00.000,28112016_BSE ANN_Others_Tube Investment.pdf'
555956,2016-11-23 00:00:00.000,23112016_BSE ANN_LOAN_Ultra tech Cement.pdf'
555956,2016-11-24 00:00:00.000,24112016_BSE ANN_LOAN_Ultra Tech Cement.pdf'
102893,2016-11-24 00:00:00.000,24112016_BSE ANN_Buy back_Vardhman Textiles.pdf'
102893,2016-11-28 00:00:00.000,28112016_BSE ANN_Buy back_Vardhman Textiles.pdf'
104341,2016-11-30 00:00:00.000,30112016_BSE ANN_LOAN_Vedanta Ltd.pdf'
105589,2016-11-24 00:00:00.000,24112016_BSE ANN_Acquisition_Wipro.pdf'
105628,2016-11-23 00:00:00.000,23112016_BSE ANN_Acquisition_Zee Entertainment.pdf'
105628,2016-11-24 00:00:00.000,24112016_BSE ANN_Acquisition_Zee entertainment.pdf'
556252,2016-11-29 00:00:00.000,29112016_BSE ANN_Capital raising_Fortis healthcare.pdf'
100031,2016-11-10 00:00:00.000,10112016_BSE ANN_Others_ACC.pdf'
556613,2016-11-11 00:00:00.000,11112016_BSE ANN_Warrants_Adani Power.pdf'
105417,2016-05-27 00:00:00.000,27052016_BSE ANN_LOAN_Tata communication.pdf'
555737,2016-05-17 00:00:00.000,17052016_BSE ANN_QIP_Indian Overseas Bank.pdf'
100628,2016-05-16 00:00:00.000,16052016_BSE ANN_Operational_BHEL.pdf'
556028,2016-05-18 00:00:00.000,18052016_BSE ANN_Capital raising_IDFC LTD.pdf'
556110,2016-05-18 00:00:00.000,18052016_BSE ANN_Warrants_Jai Balaji Ind.pdf'
100271,2016-05-23 00:00:00.000,23052016_BSE ANN_Merger_Apollo Tyres.pdf'
556406,2016-05-23 00:00:00.000,23052016_BSE ANN_Merger_Titagarh Wagons.pdf'
106553,2016-05-24 00:00:00.000,24052016_BSE ANN_LOAN_Bajaj Finance.pdf'
557694,2016-05-23 00:00:00.000,23052016_BSE ANN_LOAN_Indiabulls Housing Fin.pdf'
555934,2016-05-24 00:00:00.000,24052016_BSE ANN_Others_Jindal stainless.pdf'
556209,2016-05-24 00:00:00.000,24052016_BSE ANN_Merger_Redington.pdf'
104505,2016-05-25 00:00:00.000,25052016_BSE ANN_LOAN_Shriram Transport.pdf'
105019,2016-05-24 00:00:00.000,24052016_BSE ANN_Operational_Tata Power.pdf'
105400,2016-05-24 00:00:00.000,24052016_BSE ANN_AGM_Vesuvius India.pdf'
556613,2016-05-25 00:00:00.000,25052016_BSE ANN_Warrants_Adani Power.pdf'
557694,2016-05-25 00:00:00.000,25052016_BSE ANN_LOAN_Indiabulls Housing.pdf'
102209,2016-02-24 00:00:00.000,24022016_BSE ANN_Others_Infosys Ltd.pdf'
102284,2016-05-25 00:00:00.000,25052016_BSE ANN_Bonus_ITC LTD.pdf'
556683,2016-01-20 00:00:00.000,20012016_BSE ANN_capital raising_JSW Energy Ltd.pdf'
102797,2016-05-27 00:00:00.000,27052016_BSE ANN_Others_LUPIN.pdf'
104423,2016-05-26 00:00:00.000,26052016_BSE ANN_Operational_Shree Cement.pdf'
105004,2016-05-26 00:00:00.000,26052016_BSE ANN_LOAN_Tata chemicals.pdf'
556683,2015-08-18 00:00:00.000,18082015_BSE ANN_Capital raising_JSW Energy.pdf'
100013,2015-09-14 00:00:00.000,14092015_BSE ANN_Merger_Aarti Industries.pdf'
100818,2014-02-28 00:00:00.000,Castrol_India_Ltd_scheme 180214.pdf               '
101618,2014-02-28 00:00:00.000,GSK_Pharma_Ltd3_open offer update 180214.pdf      '
102256,2013-02-12 00:00:00.000,BOC_India_Ltd_080113.pdf                          '
104860,2012-09-05 00:00:00.000,Sundaram_Clayton_Ltd_300812.pdf                   '
105589,2013-03-11 00:00:00.000,Wipro_Ltd2_181212.pdf                             '
101052,2011-12-26 00:00:00.000,crisil open offer 261211 .pdf                     '
101716,2000-01-19 00:00:00.000,guj ambuja cement19012000rights.pdf               '
555961,1900-01-01 00:00:00.000,TCS_worlds fastest growing global IT services brand_NSE 240314.pdf'
555737,2014-02-06 00:00:00.000,Indian_Overseas_Bank_EGM 050214.pdf               '
108562,2014-02-08 00:00:00.000,UPL_Ltd post buy-back_070214.pdf                  '
556418,2014-02-10 00:00:00.000,Bajaj_Auto_Ltd_sales performance 020113.pdf       '
105088,2014-02-10 00:00:00.000,Thomas_Cook_(India)_EGM 080214.pdf                '
101399,1900-01-01 00:00:00.000,Escorts -Scheme Notice.pdf                        '
101347,1992-09-05 00:00:00.000,Elgi Equipments Ltd-EGM 1992.pdf                  '
103168,2014-02-26 00:00:00.000,MSSL- Notice -30.7.12.pdf'
555853,2013-04-10 00:00:00.000,united spirits ltd 10-04-2013.pdf                 '
105628,2014-02-28 00:00:00.000,ZEE_ENTERTAINMENT_Bonus Pref Shares 180214.pdf    '
101716,2013-02-12 00:00:00.000,Ambuja_Cements_Ltd_140113.pdf                     '
100031,2013-02-26 00:00:00.000,acc 26022013.pdf                                  '
556370,2013-03-11 00:00:00.000,Jyothy_Laboratories_Ltd_070612.pdf                '
100699,2005-01-31 00:00:00.000,blue dart express ltd 31-01-2005 .pdf             '
101716,2006-04-05 00:00:00.000,gujarat ambuja cements ltd 05-04-2006.pdf         '
101967,2002-05-27 00:00:00.000,hindusthan zinc ltd 27-05-2002.pdf                '
102738,2002-12-09 00:00:00.000,larsen and toubro ltd 09-12-2002.pdf              '
105088,2006-02-13 00:00:00.000,thomas cook india 13-02-2006.pdf                  '
100494,2014-01-16 00:00:00.000,Bank_of_Baroda_EGM 150114.pdf                     '
556217,2014-01-18 00:00:00.000,Indian_Bank_EGM170114.pdf                         '
105048,2016-05-25 00:00:00.000,25052016_BSE ANN_LOAN_Tata motors.pdf'
555832,2009-07-03 00:00:00.000,03072009_BSE ANN_Demerger_Godrej Consumer Products.pdf'
556684,2013-03-08 00:00:00.000,08032013_BSE ANN_Others_Godrej Properties.pdf'
105215,2017-01-02 00:00:00.000,02012017_BSE ANN_Operational_TVS Motor.pdf'
102022,2016-12-27 00:00:00.000,27122016_BSE ANN_Operational_Akzo Nobel.pdf'
100344,2016-12-21 00:00:00.000,21122016_BSE ANN_Merger_Ashok Leyland.pdf'
556373,2016-12-27 00:00:00.000,27122016_BSE ANN_Buy back_Eclerx Services.pdf'
556391,2016-12-28 00:00:00.000,28122016_BSE ANN_Operational_IRB Infrast.pdf'
556683,2016-12-27 00:00:00.000,27122016_BSE ANN_LOAN_JSW Energy.pdf'
102893,2016-12-28 00:00:00.000,28122016_BSE ANN_Buy back_Vardhman Textiles.pdf'
101967,2017-01-09 00:00:00.000,09012017_BSE ANN_Operational_Hind Zinc.pdf'
555999,2017-01-07 00:00:00.000,07012017_BSE ANN_Capital raising_Jaiprakash Power Ventures.pdf'
107402,2017-01-09 00:00:00.000,09012017_BSE ANN_Operational_JSW Steel.pdf'
105351,2017-01-04 00:00:00.000,04012017_BSE ANN_Operational_Jubiliant Life.pdf'
102720,2017-01-04 00:00:00.000,04012017_BSE ANN_Buy back_Lakshmi Machine Works.pdf'
102902,2017-01-04 00:00:00.000,04012017_BSE ANN_Operational_Mahindra & Mahindra.pdf'
102980,2017-01-09 00:00:00.000,09012017_BSE ANN_Operational_Maruti Suzuki.pdf'
102838,2017-06-19 00:00:00.000,19062017_BSE ANN_Buy back_Ramco Cement.pdf'
104007,2017-06-15 00:00:00.000,15062017_BSE ANN_Operational_Ratnamani Metals.pdf'
104025,2017-06-20 00:00:00.000,20062017_BSE ANN_Operational_Raymond.pdf'
104590,2017-06-15 00:00:00.000,15062017_BSE ANN_BUY BACK_SKF INDIA.pdf'
106258,2017-06-14 00:00:00.000,14062017_BSE ANN_BUY BACK_TTK Prestige.pdf'
106258,2017-06-15 00:00:00.000,15062017_BSE ANN_Others_TTK Prestige.pdf'
105589,2017-06-17 00:00:00.000,17062017_BSE ANN_BONUS_Wipro.pdf'
109580,2017-06-16 00:00:00.000,16062017_BSE ANN_Capital Raising_Wockhardt.pdf'
105654,2015-05-25 00:00:00.000,25052015_BSE ANN_demerger_Adani Enterprises.pdf'
102209,2015-05-18 00:00:00.000,18052015_BSE ANN_operational_Infosys.pdf'
105048,2017-01-02 00:00:00.000,02012017_BSE ANN_Operational_Tata Motors.pdf'
556117,2015-06-17 00:00:00.000,17062015_BSE ANN_Loan_M and M Fin.services .pdf'
102022,2016-08-29 00:00:00.000,29082016_BSE ANN_Operational_29082016.pdf'
101716,2016-08-29 00:00:00.000,29082016_BSE ANN_Merger_Ambuja Cement.pdf'
100519,2016-08-29 00:00:00.000,29082016_BSE ANN_Others_BASF India.pdf'
103055,2016-08-25 00:00:00.000,25082016_BSE ANN_Buy back_Bosch.pdf'
100811,2016-08-27 00:00:00.000,27082016_BSE ANN_Operational_Carborundum Univer.pdf'
100856,2016-08-25 00:00:00.000,25082016_BSE ANN_AGM_Century Textile.pdf'
560106,2016-08-29 00:00:00.000,29082016_BSE ANN_Others_Crompton Greaves Consumer.pdf'
556373,2016-08-29 00:00:00.000,29082016_BSE ANN_Buy back_Eclerx services.pdf'
101381,2016-08-27 00:00:00.000,27082016_BSE ANN_Directors_Engineers India.pdf'
109527,2016-08-26 00:00:00.000,26082016_BSE ANN_Others_HCL Technol.pdf'
556178,2016-08-30 00:00:00.000,30082016_BSE ANN_Others_Info Edge.pdf'
103257,2016-08-25 00:00:00.000,25082016_BSE ANN_Buy back_NALCO.pdf'
102893,2016-08-27 00:00:00.000,27082016_BSE ANN_Others_Vardhman Textiles.pdf'
104341,2016-08-26 00:00:00.000,26082016_BSE ANN_Operational_Vedanta.pdf'
556302,2015-06-15 00:00:00.000,15062015_BSE ANN_Merger_APL Apollo Tubes.pdf'
101052,2015-06-17 00:00:00.000,17062015_BSE ANN_Buy back_CRISIL.pdf'
105026,2013-01-15 00:00:00.000,15012013_BSE ANN_Capital Raising_Timken.pdf'
102893,2004-11-08 00:00:00.000,08112004_BSE ANN_Merger_Vardhman Textiles.pdf'
102893,2010-10-21 00:00:00.000,21102010_BSE ANN_Capital Raising_Vardhman Textiles.pdf'
102893,2011-06-24 00:00:00.000,24062011_BSE ANN_Merger_Vardhman Textiles.pdf'
102711,2017-01-18 00:00:00.000,18012017_BSE ANN_Others_Trent.pdf'
101721,2016-12-23 00:00:00.000,23122016_BSE ANN_BUY BACK_Apar Industries.pdf'
